KC,34,HOU,20,1,2020
SEA,38,ATL,25,1,2020
BUF,27,NYJ,17,1,2020
CHI,27,DET,23,1,2020
GB,43,MIN,34,1,2020
NE,21,MIA,11,1,2020
WSH,27,PHI,17,1,2020
LV,34,CAR,30,1,2020
JAX,27,IND,20,1,2020
BAL,38,CLE,6,1,2020
LAC,16,CIN,13,1,2020
NO,34,TB,23,1,2020
ARI,24,SF,20,1,2020
LAR,20,DAL,17,1,2020
PIT,26,NYG,16,1,2020
TEN,16,DEN,14,1,2020
CLE,35,CIN,30,2,2020
CHI,17,NYG,13,2,2020
DAL,40,ATL,39,2,2020
GB,42,DET,21,2,2020
TEN,33,JAX,30,2,2020
IND,28,MIN,11,2,2020
BUF,31,MIA,28,2,2020
SF,31,NYJ,13,2,2020
LAR,37,PHI,19,2,2020
PIT,26,DEN,21,2,2020
TB,31,CAR,17,2,2020
ARI,30,WSH,15,2,2020
KC,23,LAC,20,2,2020
BAL,33,HOU,16,2,2020
SEA,35,NE,30,2,2020
LV,34,NO,24,2,2020
MIA,31,JAX,13,3,2020
CHI,30,ATL,26,3,2020
BUF,35,LAR,32,3,2020
CLE,34,WSH,20,3,2020
TEN,31,MIN,30,3,2020
NE,36,LV,20,3,2020
SF,36,NYG,9,3,2020
CIN,23,PHI,23,3,2020
PIT,28,HOU,21,3,2020
IND,36,NYJ,7,3,2020
CAR,21,LAC,16,3,2020
TB,28,DEN,10,3,2020
DET,26,ARI,23,3,2020
SEA,38,DAL,31,3,2020
GB,37,NO,30,3,2020
KC,34,BAL,20,3,2020
DEN,37,NYJ,28,4,2020
CIN,33,JAX,25,4,2020
CLE,49,DAL,38,4,2020
NO,35,DET,29,4,2020
SEA,31,MIA,23,4,2020
TB,38,LAC,31,4,2020
BAL,31,WSH,17,4,2020
CAR,31,ARI,21,4,2020
MIN,31,HOU,23,4,2020
LAR,17,NYG,9,4,2020
IND,19,CHI,11,4,2020
BUF,30,LV,23,4,2020
PHI,25,SF,20,4,2020
KC,26,NE,10,4,2020
GB,30,ATL,16,4,2020
CHI,20,TB,19,5,2020
CAR,23,ATL,16,5,2020
LV,40,KC,32,5,2020
ARI,30,NYJ,10,5,2020
PIT,38,PHI,29,5,2020
LAR,30,WSH,10,5,2020
BAL,27,CIN,3,5,2020
HOU,30,JAX,14,5,2020
MIA,43,SF,17,5,2020
CLE,32,IND,23,5,2020
DAL,37,NYG,34,5,2020
SEA,27,MIN,26,5,2020
NO,30,LAC,27,5,2020
TEN,42,BUF,16,5,2020
TEN,42,HOU,36,6,2020
IND,31,CIN,27,6,2020
ATL,40,MIN,23,6,2020
DEN,18,NE,12,6,2020
NYG,20,WSH,19,6,2020
BAL,30,PHI,28,6,2020
PIT,38,CLE,7,6,2020
CHI,23,CAR,16,6,2020
DET,34,JAX,16,6,2020
MIA,24,NYJ,0,6,2020
TB,38,GB,10,6,2020
SF,24,LAR,16,6,2020
KC,26,BUF,17,6,2020
ARI,38,DAL,10,6,2020
PHI,22,NYG,21,7,2020
DET,23,ATL,22,7,2020
CLE,37,CIN,34,7,2020
PIT,27,TEN,24,7,2020
NO,27,CAR,24,7,2020
BUF,18,NYJ,10,7,2020
WSH,25,DAL,3,7,2020
GB,35,HOU,20,7,2020
TB,45,LV,20,7,2020
KC,43,DEN,16,7,2020
SF,33,NE,6,7,2020
LAC,39,JAX,29,7,2020
ARI,37,SEA,34,7,2020
LAR,24,CHI,10,7,2020
ATL,25,CAR,17,8,2020
BUF,24,NE,21,8,2020
CIN,31,TEN,20,8,2020
LV,16,CLE,6,8,2020
IND,41,DET,21,8,2020
MIN,28,GB,22,8,2020
KC,35,NYJ,9,8,2020
MIA,28,LAR,17,8,2020
PIT,28,BAL,24,8,2020
DEN,31,LAC,30,8,2020
NO,26,CHI,23,8,2020
SEA,37,SF,27,8,2020
PHI,23,DAL,9,8,2020
TB,25,NYG,23,8,2020
GB,34,SF,17,9,2020
ATL,34,DEN,27,9,2020
BUF,44,SEA,34,9,2020
TEN,24,CHI,17,9,2020
BAL,24,IND,10,9,2020
KC,33,CAR,31,9,2020
MIN,34,DET,20,9,2020
NYG,23,WSH,20,9,2020
HOU,27,JAX,25,9,2020
LV,31,LAC,26,9,2020
PIT,24,DAL,19,9,2020
MIA,34,ARI,31,9,2020
NO,38,TB,3,9,2020
NE,30,NYJ,27,9,2020
IND,34,TEN,17,10,2020
CLE,10,HOU,7,10,2020
DET,30,WSH,27,10,2020
GB,24,JAX,20,10,2020
NYG,27,PHI,17,10,2020
TB,46,CAR,23,10,2020
LV,37,DEN,12,10,2020
MIA,29,LAC,21,10,2020
ARI,32,BUF,30,10,2020
LAR,23,SEA,16,10,2020
NO,27,SF,13,10,2020
PIT,36,CIN,10,10,2020
NE,23,BAL,17,10,2020
MIN,19,CHI,13,10,2020
SEA,28,ARI,21,11,2020
CLE,22,PHI,17,11,2020
NO,24,ATL,9,11,2020
WSH,20,CIN,9,11,2020
CAR,20,DET,0,11,2020
PIT,27,JAX,3,11,2020
TEN,30,BAL,24,11,2020
HOU,27,NE,20,11,2020
DEN,20,MIA,13,11,2020
LAC,34,NYJ,28,11,2020
IND,34,GB,31,11,2020
DAL,31,MIN,28,11,2020
KC,35,LV,31,11,2020
LAR,27,TB,24,11,2020
HOU,41,DET,25,12,2020
WSH,41,DAL,16,12,2020
ATL,43,LV,6,12,2020
BUF,27,LAC,17,12,2020
NYG,19,CIN,17,12,2020
TEN,45,IND,26,12,2020
MIN,28,CAR,27,12,2020
NE,20,ARI,17,12,2020
MIA,20,NYJ,3,12,2020
CLE,27,JAX,25,12,2020
NO,31,DEN,3,12,2020
SF,23,LAR,20,12,2020
KC,27,TB,24,12,2020
GB,41,CHI,25,12,2020
SEA,23,PHI,17,12,2020
PIT,19,BAL,14,12,2020
NO,21,ATL,16,13,2020
DET,34,CHI,30,13,2020
CLE,41,TEN,35,13,2020
MIA,19,CIN,7,13,2020
MIN,27,JAX,24,13,2020
LV,31,NYJ,28,13,2020
IND,26,HOU,20,13,2020
LAR,38,ARI,28,13,2020
NYG,17,SEA,12,13,2020
GB,30,PHI,16,13,2020
NE,45,LAC,0,13,2020
KC,22,DEN,16,13,2020
WSH,23,PIT,17,13,2020
BUF,34,SF,24,13,2020
BAL,34,DAL,17,13,2020
LAR,24,NE,3,14,2020
CHI,36,HOU,7,14,2020
DAL,30,CIN,7,14,2020
KC,33,MIA,27,14,2020
ARI,26,NYG,7,14,2020
TB,26,MIN,14,14,2020
DEN,32,CAR,27,14,2020
TEN,31,JAX,10,14,2020
IND,44,LV,27,14,2020
SEA,40,NYJ,3,14,2020
GB,31,DET,24,14,2020
PHI,24,NO,21,14,2020
LAC,20,ATL,17,14,2020
WSH,23,SF,15,14,2020
BUF,26,PIT,15,14,2020
BAL,47,CLE,42,14,2020
LAC,30,LV,27,15,2020
BUF,48,DEN,19,15,2020
GB,24,CAR,16,15,2020
TB,31,ATL,27,15,2020
DAL,41,SF,33,15,2020
TEN,46,DET,25,15,2020
IND,27,HOU,20,15,2020
MIA,22,NE,12,15,2020
CHI,33,MIN,27,15,2020
SEA,20,WSH,15,15,2020
BAL,40,JAX,14,15,2020
NYJ,23,LAR,20,15,2020
ARI,33,PHI,26,15,2020
KC,32,NO,29,15,2020
CLE,20,NYG,6,15,2020
CIN,27,PIT,17,15,2020
NO,52,MIN,33,16,2020
TB,47,DET,7,16,2020
SF,20,ARI,12,16,2020
MIA,26,LV,25,16,2020
KC,17,ATL,14,16,2020
NYJ,23,CLE,16,16,2020
PIT,28,IND,24,16,2020
CHI,41,JAX,17,16,2020
BAL,27,NYG,13,16,2020
CIN,37,HOU,31,16,2020
LAC,19,DEN,16,16,2020
CAR,20,WSH,13,16,2020
DAL,37,PHI,17,16,2020
SEA,20,LAR,9,16,2020
GB,40,TEN,14,16,2020
BUF,38,NE,9,16,2020
BUF,56,MIA,26,17,2020
BAL,38,CIN,3,17,2020
CLE,24,PIT,22,17,2020
MIN,37,DET,35,17,2020
NE,28,NYJ,14,17,2020
NYG,23,DAL,19,17,2020
TB,44,ATL,27,17,2020
GB,35,CHI,16,17,2020
LV,32,DEN,31,17,2020
IND,28,JAX,14,17,2020
LAC,38,KC,21,17,2020
LAR,18,ARI,7,17,2020
SEA,26,SF,23,17,2020
NO,33,CAR,7,17,2020
TEN,41,HOU,38,17,2020
WSH,20,PHI,14,17,2020
BUF,27,IND,24,18,2020
LAR,30,SEA,20,18,2020
TB,31,WSH,23,18,2020
BAL,20,TEN,13,18,2020
NO,21,CHI,9,18,2020
CLE,48,PIT,37,18,2020
TB,30,NO,20,19,2020
GB,32,LAR,18,19,2020
BUF,17,BAL,3,19,2020
KC,22,CLE,17,19,2020
TB,31,GB,26,20,2020
KC,38,BUF,24,20,2020
TB,31,KC,9,21,2020
TB,31,DAL,29,1,2021
PHI,32,ATL,6,1,2021
PIT,23,BUF,16,1,2021
CIN,27,MIN,24,1,2021
SF,41,DET,33,1,2021
ARI,38,TEN,13,1,2021
SEA,28,IND,16,1,2021
LAC,20,WSH,16,1,2021
CAR,19,NYJ,14,1,2021
HOU,37,JAX,21,1,2021
KC,33,CLE,29,1,2021
MIA,17,NE,16,1,2021
NO,38,GB,3,1,2021
DEN,27,NYG,13,1,2021
LAR,34,CHI,14,1,2021
LV,33,BAL,27,1,2021
WSH,30,NYG,29,2,2021
CHI,20,CIN,17,2,2021
CLE,31,HOU,21,2,2021
LAR,27,IND,24,2,2021
BUF,35,MIA,0,2,2021
NE,25,NYJ,6,2,2021
SF,17,PHI,11,2,2021
LV,26,PIT,17,2,2021
CAR,26,NO,7,2,2021
DEN,23,JAX,13,2,2021
ARI,34,MIN,33,2,2021
TB,48,ATL,25,2,2021
DAL,20,LAC,17,2,2021
TEN,33,SEA,30,2,2021
BAL,36,KC,35,2,2021
GB,35,DET,17,2,2021
CAR,24,HOU,9,3,2021
BUF,43,WSH,21,3,2021
CLE,26,CHI,6,3,2021
BAL,19,DET,17,3,2021
TEN,25,IND,16,3,2021
LAC,30,KC,24,3,2021
NO,28,NE,13,3,2021
ATL,17,NYG,14,3,2021
CIN,24,PIT,10,3,2021
ARI,31,JAX,19,3,2021
DEN,26,NYJ,0,3,2021
LV,31,MIA,28,3,2021
LAR,34,TB,24,3,2021
MIN,30,SEA,17,3,2021
GB,30,SF,28,3,2021
DAL,41,PHI,21,3,2021
CIN,24,JAX,21,4,2021
WSH,34,ATL,30,4,2021
BUF,40,HOU,0,4,2021
CHI,24,DET,14,4,2021
DAL,36,CAR,28,4,2021
IND,27,MIA,17,4,2021
CLE,14,MIN,7,4,2021
NYG,27,NO,21,4,2021
NYJ,27,TEN,24,4,2021
KC,42,PHI,30,4,2021
ARI,37,LAR,20,4,2021
SEA,28,SF,21,4,2021
BAL,23,DEN,7,4,2021
GB,27,PIT,17,4,2021
TB,19,NE,17,4,2021
LAC,28,LV,14,4,2021
LAR,26,SEA,17,5,2021
ATL,27,NYJ,20,5,2021
GB,25,CIN,22,5,2021
MIN,19,DET,17,5,2021
PIT,27,DEN,19,5,2021
TB,45,MIA,17,5,2021
NO,33,WSH,22,5,2021
PHI,21,CAR,18,5,2021
TEN,37,JAX,19,5,2021
NE,25,HOU,22,5,2021
CHI,20,LV,9,5,2021
LAC,47,CLE,42,5,2021
DAL,44,NYG,20,5,2021
ARI,17,SF,10,5,2021
BUF,38,KC,20,5,2021
BAL,31,IND,25,5,2021
TB,28,PHI,22,6,2021
JAX,23,MIA,20,6,2021
GB,24,CHI,14,6,2021
CIN,34,DET,11,6,2021
IND,31,HOU,3,6,2021
LAR,38,NYG,11,6,2021
KC,31,WSH,13,6,2021
MIN,34,CAR,28,6,2021
BAL,34,LAC,6,6,2021
ARI,37,CLE,14,6,2021
LV,34,DEN,24,6,2021
DAL,35,NE,29,6,2021
PIT,23,SEA,20,6,2021
TEN,34,BUF,31,6,2021
CLE,17,DEN,14,7,2021
GB,24,WSH,10,7,2021
TEN,27,KC,3,7,2021
ATL,30,MIA,28,7,2021
NE,54,NYJ,13,7,2021
NYG,25,CAR,3,7,2021
CIN,41,BAL,17,7,2021
LV,33,PHI,22,7,2021
LAR,28,DET,19,7,2021
ARI,31,HOU,5,7,2021
TB,38,CHI,3,7,2021
IND,30,SF,18,7,2021
NO,13,SEA,10,7,2021
GB,24,ARI,21,8,2021
CAR,19,ATL,13,8,2021
BUF,26,MIA,11,8,2021
SF,33,CHI,22,8,2021
PIT,15,CLE,10,8,2021
PHI,44,DET,6,8,2021
TEN,34,IND,31,8,2021
NYJ,34,CIN,31,8,2021
LAR,38,HOU,22,8,2021
NE,27,LAC,24,8,2021
SEA,31,JAX,7,8,2021
DEN,17,WSH,10,8,2021
NO,36,TB,27,8,2021
DAL,20,MIN,16,8,2021
KC,20,NYG,17,8,2021
IND,45,NYJ,30,9,2021
CLE,41,CIN,16,9,2021
DEN,30,DAL,16,9,2021
MIA,17,HOU,9,9,2021
ATL,27,NO,25,9,2021
NYG,23,LV,16,9,2021
NE,24,CAR,6,9,2021
JAX,9,BUF,6,9,2021
BAL,34,MIN,31,9,2021
LAC,27,PHI,24,9,2021
KC,13,GB,7,9,2021
ARI,31,SF,17,9,2021
TEN,28,LAR,16,9,2021
PIT,29,CHI,27,9,2021
MIA,22,BAL,10,10,2021
DAL,43,ATL,3,10,2021
TEN,23,NO,21,10,2021
IND,23,JAX,17,10,2021
NE,45,CLE,7,10,2021
BUF,45,NYJ,17,10,2021
DET,16,PIT,16,10,2021
WSH,29,TB,19,10,2021
CAR,34,ARI,10,10,2021
MIN,27,LAC,20,10,2021
PHI,30,DEN,13,10,2021
GB,17,SEA,0,10,2021
KC,41,LV,14,10,2021
SF,31,LAR,10,10,2021
NE,25,ATL,0,11,2021
IND,41,BUF,15,11,2021
BAL,16,CHI,13,11,2021
CLE,13,DET,10,11,2021
HOU,22,TEN,13,11,2021
MIN,34,GB,31,11,2021
MIA,24,NYJ,17,11,2021
PHI,40,NO,29,11,2021
WSH,27,CAR,21,11,2021
SF,30,JAX,10,11,2021
CIN,32,LV,13,11,2021
KC,19,DAL,9,11,2021
ARI,23,SEA,13,11,2021
LAC,41,PIT,37,11,2021
TB,30,NYG,10,11,2021
CHI,16,DET,14,12,2021
LV,36,DAL,33,12,2021
BUF,31,NO,6,12,2021
CIN,41,PIT,10,12,2021
TB,38,IND,31,12,2021
MIA,33,CAR,10,12,2021
NE,36,TEN,13,12,2021
NYG,13,PHI,7,12,2021
ATL,21,JAX,14,12,2021
NYJ,21,HOU,14,12,2021
DEN,28,LAC,13,12,2021
GB,36,LAR,28,12,2021
SF,34,MIN,26,12,2021
BAL,16,CLE,10,12,2021
WSH,17,SEA,15,12,2021
DAL,27,NO,17,13,2021
TB,30,ATL,17,13,2021
ARI,33,CHI,22,13,2021
LAC,41,CIN,22,13,2021
DET,29,MIN,27,13,2021
MIA,20,NYG,9,13,2021
PHI,33,NYJ,18,13,2021
IND,31,HOU,0,13,2021
WSH,17,LV,15,13,2021
LAR,37,JAX,7,13,2021
PIT,20,BAL,19,13,2021
SEA,30,SF,23,13,2021
KC,22,DEN,9,13,2021
NE,14,BUF,10,13,2021
MIN,36,PIT,28,14,2021
CLE,24,BAL,22,14,2021
TEN,20,JAX,0,14,2021
KC,48,LV,9,14,2021
NO,30,NYJ,9,14,2021
DAL,27,WSH,20,14,2021
ATL,29,CAR,21,14,2021
SEA,33,HOU,13,14,2021
DEN,38,DET,10,14,2021
LAC,37,NYG,21,14,2021
SF,26,CIN,23,14,2021
TB,33,BUF,27,14,2021
GB,45,CHI,30,14,2021
LAR,30,ARI,23,14,2021
KC,34,LAC,28,15,2021
IND,27,NE,17,15,2021
BUF,31,CAR,14,15,2021
DET,30,ARI,12,15,2021
MIA,31,NYJ,24,15,2021
DAL,21,NYG,6,15,2021
PIT,19,TEN,13,15,2021
HOU,30,JAX,16,15,2021
CIN,15,DEN,10,15,2021
SF,31,ATL,13,15,2021
GB,31,BAL,30,15,2021
NO,9,TB,0,15,2021
LV,16,CLE,14,15,2021
MIN,17,CHI,9,15,2021
LAR,20,SEA,10,15,2021
PHI,27,WSH,17,15,2021
TEN,20,SF,17,16,2021
GB,24,CLE,22,16,2021
IND,22,ARI,16,16,2021
ATL,20,DET,16,16,2021
CIN,41,BAL,21,16,2021
LAR,30,MIN,23,16,2021
BUF,33,NE,21,16,2021
NYJ,26,JAX,21,16,2021
PHI,34,NYG,10,16,2021
TB,32,CAR,6,16,2021
HOU,41,LAC,29,16,2021
CHI,25,SEA,24,16,2021
KC,36,PIT,10,16,2021
LV,17,DEN,13,16,2021
DAL,56,WSH,14,16,2021
MIA,20,NO,3,16,2021
BUF,29,ATL,15,17,2021
CHI,29,NYG,3,17,2021
CIN,34,KC,31,17,2021
TEN,34,MIA,3,17,2021
LV,23,IND,20,17,2021
NE,50,JAX,10,17,2021
TB,28,NYJ,24,17,2021
PHI,20,WSH,16,17,2021
LAR,20,BAL,19,17,2021
LAC,34,DEN,13,17,2021
SF,23,HOU,7,17,2021
ARI,25,DAL,22,17,2021
NO,18,CAR,10,17,2021
SEA,51,DET,29,17,2021
GB,37,MIN,10,17,2021
PIT,26,CLE,14,17,2021
KC,28,DEN,24,18,2021
DAL,51,PHI,26,18,2021
DET,37,GB,30,18,2021
JAX,26,IND,11,18,2021
WSH,22,NYG,7,18,2021
MIN,31,CHI,17,18,2021
TEN,28,HOU,25,18,2021
BAL,13,PIT,16,18,2021
CLE,21,CIN,16,18,2021
SF,27,LAR,24,18,2021
TB,41,CAR,17,18,2021
ARI,30,SEA,38,18,2021
MIA,33,NE,24,18,2021
NO,30,ATL,20,18,2021
BUF,27,NYJ,10,18,2021
LV,35,LAC,32,18,2021
ARI,26,LV,19,19,2021
BUF,47,NE,17,19,2021
TB,31,PHI,15,19,2021
SF,23,DAL,17,19,2021
KC,42,PIT,21,19,2021
LAR,34,ARI,11,19,2021
CIN,19,TEN,16,20,2021
SF,13,GB,10,20,2021
LAR,30,TB,27,20,2021
KC,42,BUF,36,20,2021
CIN,27,KC,24,21,2021
LAR,20,SF,17,21,2021
LAR,23,CIN,20,22,2021
BUF,31,LAR,10,1,2022
NO,27,ATL,26,1,2022
CHI,19,SF,10,1,2022
PIT,23,CIN,20,1,2022
PHI,38,DET,35,1,2022
MIA,20,NE,7,1,2022
BAL,24,NYJ,9,1,2022
WSH,28,JAX,22,1,2022
CLE,26,CAR,24,1,2022
IND,20,HOU,20,1,2022
NYG,21,TEN,20,1,2022
MIN,23,GB,7,1,2022
KC,44,ARI,21,1,2022
LAC,24,LV,19,1,2022
TB,19,DAL,3,1,2022
SEA,17,DEN,16,1,2022
KC,27,LAC,24,2,2022
NYJ,31,CLE,30,2,2022
DET,36,WSH,27,2,2022
TB,20,NO,10,2,2022
NYG,19,CAR,16,2,2022
NE,17,PIT,14,2,2022
JAX,24,IND,0,2,2022
MIA,42,BAL,38,2,2022
LAR,31,ATL,27,2,2022
SF,27,SEA,7,2,2022
DAL,20,CIN,17,2,2022
DEN,16,HOU,9,2,2022
ARI,29,LV,23,2,2022
GB,27,CHI,10,2,2022
BUF,41,TEN,7,2,2022
PHI,24,MIN,7,2,2022
CLE,29,PIT,17,3,2022
CHI,23,HOU,20,3,2022
TEN,24,LV,22,3,2022
IND,20,KC,17,3,2022
MIA,21,BUF,19,3,2022
MIN,28,DET,24,3,2022
BAL,37,NE,26,3,2022
CIN,27,NYJ,12,3,2022
PHI,24,WSH,8,3,2022
CAR,22,NO,14,3,2022
JAX,38,LAC,10,3,2022
LAR,20,ARI,12,3,2022
ATL,27,SEA,23,3,2022
GB,14,TB,12,3,2022
DEN,11,SF,10,3,2022
DAL,23,NYG,16,3,2022
CIN,27,MIA,15,4,2022
MIN,28,NO,25,4,2022
ATL,23,CLE,20,4,2022
DAL,25,WSH,10,4,2022
SEA,48,DET,45,4,2022
TEN,24,IND,17,4,2022
NYG,20,CHI,12,4,2022
PHI,29,JAX,21,4,2022
